StructID;ClusterID;ClosestToCenter;Energy;LowEne;AptaMat;Bp;MfeDist;Probability;Structure
2614;1;0;-5.774;0;0.00;11;9.00;0.000031;.......((((................))))..........(....)..((..((((.....))))..))......
2619;1;0;-5.774;0;0.00;12;8.00;0.000031;.......((((...(......).....)))).................(((..((((.....))))..))).....
2624;1;0;-5.775;0;0.00;13;10.00;0.000031;.....(.((((..(...........).))))..)..............(((..((((.....))))..))).....
2627;1;0;-5.777;0;0.00;12;8.00;0.000031;......(((((................))))..)..............(((..((((.....))))..))).....
2629;1;0;-5.777;0;0.00;12;8.00;0.000031;......(.(((................)))...)..............(((..(((((...)))))..))).....
2640;1;0;-5.772;0;0.00;14;8.00;0.000031;.....(.((((...(.....)......))))..)..............(((..(((((...)))))..))).....
2641;1;0;-5.773;0;0.00;14;7.00;0.000031;.......((((...(........)...))))..........(....).(((..(((((...)))))..))).....
2647;1;0;-5.767;0;0.00;13;6.00;0.000030;.....(.((((................))))..).....(.....)..(((..((((.....))))..))).....
2650;1;0;-5.768;0;0.00;14;7.00;0.000030;.......((((...(...........))))).........(.....).(((..(((((...)))))..))).....
2685;1;0;-5.754;0;0.00;12;8.00;0.000030;.......(((..................)))..(.......)......(((..(((((...)))))..))).....
2686;1;0;-5.754;0;0.00;14;12.00;0.000030;.(..((.((((................))))..)).)...........(((..((((.....))))..))).....
2696;1;0;-5.751;0;0.00;13;9.00;0.000030;.......((((..(..........)..)))).........(.....)..((..(((((...)))))..))......
2714;1;0;-5.749;0;0.00;14;8.00;0.000030;.......((((.(.............)))))............(....(((..(((((...)))))..)))...).
2726;1;0;-5.745;0;0.00;13;8.00;0.000029;.......((((................))))..(.....)......(.(((..((((.....))))..)))...).
2741;1;0;-5.737;0;0.00;14;7.00;0.000029;.......((((.(.........)....))))..(.....)........(((..(((((...)))))..))).....
2748;1;0;-5.738;0;0.00;11;10.00;0.000029;.........((.(.............)))...................(((..(((((...)))))..))).....
2769;1;0;-5.728;0;0.00;15;21.00;0.000028;.........((..(.(((.(.........).))).)..))........(((..(((((...)))))..))).....
